"site","plot","ec","forest","edge","evergreen"
"CNPS_CA","CNPS_15",0,1.02981515252579,-0.141334601451907,-0.823116918150975
"CNPS_CA","CNPS_16",0,0.0572814374991503,0.99064095867838,-1.19149181494468
"CNPS_CA","CNPS_17",0,-0.886010964329826,1.42761957532292,0.463128658758817
"CNPS_CA","CNPS_18",0,-0.61545038911045,-0.365526311584188,-0.449132369424088
"CNPS_CA","CNPS_19",0,1.36618106583059,-0.966274062293605,1.49294842423411
"CNPS_CA","CNPS_20",1,-0.95181630241525,-0.945125558671597,0.50766401952681
"CNPS_KN","CNPS_04",1,-0.59233492740567,-0.223686633532849,0.641977160135364
"CNPS_KN","CNPS_05",0,-1.06312975702653,0.331496531960299,1.07851085903833
"CNPS_KN","CNPS_06",0,0.229244936978843,1.78397362400732,-0.159243737230089
"CNPS_KN","CNPS_07",0,1.13389888515031,-0.505260425569645,-0.968228773676007
"CNPS_KN","CNPS_08",0,1.18005810194775,-1.16283646333228,-1.36562431238572
"CNPS_KN","CNPS_21",0,-0.887737239644697,-0.223686633532849,0.772608804118115
"CNPS_WB","CNPS_09",1,-0.988903205790465,0.409684021268099,-1.0057368669292
"CNPS_WB","CNPS_10",1,-0.856613692604135,0.259095800381556,0.848328372109827
"CNPS_WB","CNPS_11",1,-0.665967618696581,0.130428937638985,0.722466405602981
"CNPS_WB","CNPS_12",0,0.17443713833651,1.35286194808481,-1.51502813787431
"CNPS_WB","CNPS_13",1,0.964260352523918,-0.527365577853676,0.46189607962849
"CNPS_WB","CNPS_14",1,1.37278702623075,-1.62470512951977,0.488074147462212
"CNPS_YT","CNPS_22",1,0.625302242749639,-1.58881304950819,-0.8944767848537
"CNPS_YT","CNPS_23",0,0.88831516505794,-0.814449654951182,-0.408497658499178
"CNPS_YT","CNPS_24",0,0.218819546132139,0.777226781655668,-0.112198526609616
"CNPS_YT","CNPS_25",1,-1.98892688680576,2.00073614455602,-0.846748864922457
"CNPS_YT","CNPS_27",0,-1.30348618257665,0.333357707559976,-0.539782751722081
"CNPS_YT","CNPS_28",0,0.282581890635086,0.445478359839083,-0.552393128527267
"CNPS_YT","CNPS_29",0,0.26663680533178,-0.572447326535103,1.40482573488826
"CNPS_YT","CNPS_38",0,1.34261512087508,-1.13213885689342,0.568747298723538
"CNPS_YT","CNPS_39",0,-0.16375452088554,-0.00360175054091746,2.21369368683258
"CNPS_YT","CNPS_40",0,0.665146959297627,0.01996090285864,-0.131600874002396
"CNPS_YT","CNPS_41",0,-0.833250139811341,0.534690741959421,-0.701568131307681
"COLW","COLW_01",0,1.56577417530685,-0.997418077137065,-0.818050229531067
"COLW","COLW_02",0,-0.245659535811837,-0.0346705392750181,1.63604552234653
"COLW","COLW_03",1,-0.816384841846725,1.50360337114826,-0.596277531348498
"COLW","COLW_04",1,0.337476496247667,-0.797882342749993,0.259291489729663
"COLW","COLW_05",0,-0.841206293895955,0.326367588013816,-0.48100925119663
"DRSF","DRSF_01",0,0.451145233585943,-0.17979312764919,-0.259592586253053
"DRSF","DRSF_02",0,0.430880785638626,-0.219741463809887,-0.567274370280743
"DRSF","DRSF_03",0,0.329592853658158,-0.251697254607149,1.0464601285444
"DRSF","DRSF_04",0,0.177655237728102,0.478370145022683,0.560227828854731
"DRSF","DRSF_05",0,0.694238557522807,-0.917769739704327,0.383555954227492
"DRSF","DRSF_06",0,0.0358384098529999,0.56372046135363,0.72981925749616
"DRSF","DRSF_07",0,0.836055385397909,-1.41501093605543,-0.180895345082875
"DRSF","DRSF_08",0,-0.774499353746862,1.24839975165052,-0.0124133827399631
"DRSF","DRSF_09",0,0.694238557522807,-0.988066828604827,1.09119175869934
"DRSF","DRSF_10",0,-0.0553172981538101,-0.988066828604827,1.38312636696506
"DRSF","DRSF_11",0,-3.02318979261412,1.97819387381707,-1.89362921223339
"DRSF","DRSF_12",0,-0.0451965100988573,0.978777474167062,-0.824721271275546
"DRSF","DRSF_13",0,0.2485579337063,-0.287315526975338,-1.45585512692162
"FP","FP_01",0,-1.2155123904238,0.366650887808723,-0.999188398916972
"FP","FP_02",0,1.27217280323841,-1.2154358933644,0.0184794235630447
"FP","FP_03",1,0.839526590733736,-0.494058413522281,1.26519595640573
"FP","FP_04",1,-0.800898191480096,0.366650887808723,-1.25712985456078
"FP","FP_05",1,0.983741994901961,-1.2154358933644,0.195180500638496
"FP","FP_06",1,-0.476423708181479,0.840027055311336,-0.471462244310687
"FP","FP_07",0,-0.602607098788732,1.3516013693223,1.24892461718116
"FTE","FTE_01",0,0.329326758555894,-0.876205569792698,-1.95090211687327
"FTE","FTE_02",1,-1.69055724725493,-0.724764399293495,-0.345951999604998
"FTE","FTE_04",0,-0.629387739129826,0.764883071035929,1.03636974500334
"FTE","FTE_05",0,-0.4171488800043,1.16962169929879,0.519958620215803
"FTE","FTE_06",1,-0.5561985066724,-1.32608527448784,-0.182347628474104
"FTE","FTE_07",0,0.68061524434952,-0.682080690825705,-0.258207769762467
"FTE","FTE_08",0,0.936761032948829,1.09028627333233,1.2733585147695
"FTE","FTE_09",0,1.34658933720722,0.584344890732688,-0.0922773652738016
"GT","CNPS_01",0,1.5798183796723,-0.908491926914197,0.101910664255988
"GT","CNPS_03",1,-1.55695526874172,1.81298911755439,1.90548732651047
"GT","GT_01",0,0.627581102229077,0.871650786353607,-1.04671960845981
"GT","GT_02",0,0.219485864933506,-0.474759089253424,-0.184882804488069
"GT","GT_03",1,-0.380668538431015,-0.196448480413087,-0.705932703505965
"GT","GT_04",0,-0.676739049292843,-0.196448480413087,-0.6383165887827
"GT","GT_05",0,0.187477509630702,-0.908491926914197,0.568453714470085
"NNP","NNP_01",0,0.307684837607618,0.112763068923185,1.75201860911228
"NNP","NNP_03",0,-0.705775368720516,1.33612991839317,0.308559586613005
"NNP","NNP_08",0,0.293406437575707,0.144410998135083,-0.110256202593769
"NNP","NNP_09",1,-1.06263867606433,-0.16141922346689,-0.878990085782174
"NNP","NNP_10",0,-1.26247181420844,-0.0956484260616897,-1.20673205988172
"NNP","NNP_12",0,-1.1054577605844,1.70403261216578,-1.55878837652777
"NNP","NNP_13",1,0.793005398511649,-0.213368706583707,-0.228349246617419
"NNP","NNP_15",0,0.593172260367534,-0.213368706583707,-0.200972126388654
"NNP","NNP_17",0,-0.734332168784337,0.715829101340819,0.0918746326434113
"NNP","NNP_18",1,-0.391747261472436,0.184268845810092,-1.00361640337572
"NNP","NNP_19",0,1.92067668951941,-2.18657608065367,0.235680228720938
"NNP","NNP_20",0,0.164949184015488,0.568238236915392,-0.303050272470564
"NNP","NNP_22",1,-0.505942230576404,0.104101394617242,0.895912379344496
"NNP","NNP_23",1,1.69228675131147,-1.69042492085033,1.09526468422627
"NNP","NNP_25",0,-1.24819341417653,0.261371986732297,-1.68311143594107
"NNP","NNP_29",0,1.47817521313545,-1.5611014442035,0.860762559115752
"NNP","NNP_30",0,0.107851699463504,-0.0686653914025265,1.44803860706236
"NNP","NNP_31",0,-0.334649776920453,1.05942673677295,0.48575492274035
"NQP","NQP_02",1,1.12051945102746,-0.639957589265003,-0.763469077649623
"NQP","NQP_03",1,-0.761603257404335,1.64126124384537,1.13452923864164
"NQP","NQP_04",1,0.45849584979649,-0.639957589265003,-0.711592703608338
"NQP","NQP_05",0,0.491320913869319,-0.639957589265003,-0.714497254166602
"NQP","NQP_06",0,-1.30873295728893,0.278611523949642,1.05502979678292
"SB","SB_01",1,-0.952612124211335,0.999202242378434,-1.12943968807221
"SB","SB_02",0,1.0414587897857,-1.00079585292473,0.77274506667871
"SB","SB_03",1,-0.0888466655743618,0.00159361054629534,0.356694621393504
"SPSF","SPSF_01",0,-0.168017186313468,0.39205061897151,-0.493288616209257
"SPSF","SPSF_02",0,1.12013916553173,-0.692028160129154,-0.206029784076572
"SPSF","SPSF_03",0,1.20414248937948,-0.907111658208392,-1.44095355542532
"SPSF","SPSF_04",0,-1.37217021431091,-1.01762822177587,1.34758915767337
"SPSF","SPSF_05",0,-0.588065421406127,1.24329911223112,-0.107494572934054
"SPSF","SPSF_06",0,-0.196028832880691,0.981418308910785,0.900177370971827
"URB","URB_01",0,-0.157232163504074,-0.260990613265411,-0.105695793496804
"URB","URB_02",0,-1.05395499695855,-0.442961909494424,-0.68786664422258
"URB","URB_03",0,-0.834845462638264,0.262498223436078,1.11766350193306
"URB","URB_06",0,1.76200335711387,-1.98288010547569,-1.36082136567603
"URB","URB_07",0,1.0681595524372,-0.219473500280173,0.935318048120115
"URB","URB_08",0,-0.376341697824362,1.23632105214519,0.788093145793611
"URB","URB_09",0,-0.794271489285247,0.993382714748146,-1.26067268818884
"URB","URB_10",0,0.386482900659435,0.414104138186289,0.573981795737481
"WAM","WAM_01",0,-0.981609806902983,0.979420864229938,0.807384167869055
"WAM","WAM_02",0,-0.476549075670898,0.979420864229938,0.384131161145369
"WAM","WAM_03",0,-0.187937512894516,0.979420864229938,0.201215200697752
"WAM","WAM_04",0,-0.0099644554985682,0.836692132570072,0.367408113974462
"WAM","WAM_05",1,1.45231783730382,-1.41159035536664,-0.462864933654763
"WAM","WAM_06",1,0.192060923123018,-1.41159035536664,-0.0411406549431393
"WAM","WAM_07",0,-1.96287825905516,0.979420864229938,2.45470487626548
"WAM","WAM_08",0,-0.202372164016157,-0.294161299288165,-1.18389223100417
"WAM","WAM_09",0,-1.03452056908438,-1.04213750040868,1.14224264388536
"WAM","WAM_10",0,1.23105168783047,0.113607303646561,-0.990843822512157
"WAM","WAM_12",1,1.56295091204049,-1.55157577651637,-0.940684425577017
"WAM","WAM_13",0,0.0429463066828276,-0.185662298469109,-0.870135744916394
"WAM","WAM_14",0,0.750037847180262,0.91512738863265,-0.237328927917412
"WAM","WAM_15",1,-0.375533671038224,0.113607303646561,-0.630195423312423
"WM","WM_01",0,1.39977431824104,-1.31694152245818,1.6831259743734
"WM","WM_02",1,1.08870973526585,-0.198391896545099,0.994531635041376
"WM","WM_03",0,-1.12759249457722,-0.280485322458718,-1.08023002673387
"WM","WM_04",0,-1.07315838748024,-0.386671804560701,-0.0215944610180371
"WM","WM_05",0,0.412155241913196,-0.491437410344948,-0.870792657982016
"WM","WM_06",0,-0.443259191726516,1.63834620646295,-0.308875822242058
"WM","WM_07",1,-0.256629221636099,1.0355817499047,-0.396164641438797
"YRSP","YRSP_01",1,0.643700580624853,-0.0705021908960516,0.113628094294677
"YRSP","YRSP_02",0,0.0151944614880245,1.05743622253668,-1.02954925577181
"YRSP","YRSP_03",1,1.13683984590142,-1.33708545135723,0.00742963507452722
"YRSP","YRSP_04",1,-0.961411889023165,-0.761718811783247,-0.924054160799897
"YRSP","YRSP_05",0,0.00552228144607435,1.51653942603282,-0.0484559057756705
"YRSP","YRSP_06",1,0.808083974610965,-0.454400674592097,-0.132288610468306
"YRSP","YRSP_07",1,-1.64792925504817,0.0497314800591213,2.01329020344648
